"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",79527,124791519,124871046,1481005.2902925,4883868.059985,6364873.3502775,7781292,24743.5
"BANKNIFTY",30341,2606954,2637295,576299.326218,361888.2703205,938187.5965385,998772,54098.2
"INFY",34583,232752,267335,200486.18076,18667.00632,219153.18708,276975,1446
"BSE",20175,165101,185276,175327.9539375,41091.1504875,216419.104425,73217,2323
"M&M",22982,207869,230851,163787.82928,25679.84504,189467.67432,155938,3562.9
"MIDCPNIFTY",6937,318458,325395,124518.84394600001,63300.215398,187819.059344,98205,12786.35
"TCS",30488,261574,292062,163425.2015725,17307.9937975,180733.19537,288954,3048
"IDEA",31563,45937,77500,160297.9760025,13038.655335,173336.6313375,110997,7.25
"RELIANCE",22576,191364,213940,155132.4781,16935.95125,172068.42935,489824,1375.7
"ICICIBANK",13968,53915,67883,137259.3285,5703.00878,142962.33728,201913,1402.3
"HDFCBANK",12254,61298,73552,129785.53225,7359.83952,137145.37177,274317,962.6
"ETERNAL",13962,76978,90940,112693.74058,13964.745165,126658.485745,147898,329.5
"MARUTI",12885,171333,184218,95688.17706,13018.19739,108706.37445,164061,14903
"ITC",15415,122557,137972,100829.99632,7612.2584,108442.25472,114294,407.9
"INDUSTOWER",15481,69088,84569,88576.62167,9373.61725,97950.23892,82573,337
"TATAMOTORS",14970,84287,99257,83104.86328,7795.09704,90899.96032,183856,693.5
"KOTAKBANK",10118,33312,43430,79122.17176,3338.06708,82460.23884,131434,1939.5
"HCLTECH",14899,86383,101282,74514.35698,6348.45183,80862.80881,91150,1420.1
"COFORGE",11325,41785,53110,70995.77325,5897.7059625,76893.4792125,47332,1661
"PERSISTENT",12407,55109,67516,64145.84694,5917.59723,70063.44417,38558,5131
"SBIN",10631,65534,76165,64577.9244,4487.345475,69065.269875,218300,806.95
"EICHERMOT",5325,52075,57400,61155.7336425,7688.79895,68844.5325925,50213,6580
"TECHM",7080,42635,49715,63228.1605,5027.86794,68256.02844,41883,1478
"VBL",12490,53019,65509,61418.2403625,5402.94843,66821.1887925,51429,469.5
"PAYTM",6572,24802,31374,60192.3032125,5910.1715075,66102.47472,61409,1254.6
"BHARTIARTL",6675,43286,49961,60284.82887,4465.88996,64750.71883,125260,1894
"AXISBANK",9283,33857,43140,61381.2405625,3084.587,64465.8275625,215959,1056
"BAJFINANCE",8252,41896,50148,58135.166025,4514.947725,62650.11375,152916,936.95
"MCX",5616,26199,31815,53894.497225,4938.3695,58832.866725,39925,7618
"TATASTEEL",5722,41506,47228,52819.2302,5083.2045,57902.4347,70142,167.8
"DLF",8666,29756,38422,54305.83191,3361.24338,57667.07529,65766,756.95
"HDFCLIFE",6300,39740,46040,52710.51533,4520.2289,57230.74423,49519,760.05
"ASHOKLEY",7938,32824,40762,51894.537,3912.5645,55807.1015,42161,131.44
"HINDUNILVR",6458,50259,56717,51378.65529,3904.97511,55283.6304,88921,2628
"VEDL",10238,29063,39301,52264.41547,2643.206115,54907.621585,96302,445.8
"GLENMARK",6208,39840,46048,47673.41505,6696.3417,54369.75675,31343,2054.2
"INDIGO",5981,22772,28753,51044.078955,2464.70559,53508.784545,92032,5673
"BEL",4630,24707,29337,49248.249375,3752.31114,53000.560515,67260,371.7
"WIPRO",6584,46779,53363,48072.1329,4705.1067,52777.2396,65853,244.36
"MPHASIS",6330,13819,20149,48910.965235,2086.8117325,50997.7769675,20861,2799.7
"TRENT",7990,55269,63259,44431.35256,5605.29602,50036.64858,95113,5515.5
"HAL",6894,35488,42382,45951.71856,3560.65326,49512.37182,108525,4415
"AUBANK",6772,17071,23843,46919.9346,1987.3329,48907.2675,32764,696.6
"HEROMOTOCO",5597,31086,36683,44810.339115,4024.41876,48834.757875,66935,5370
"LT",7025,56251,63276,43997.6364975,3754.09167,47751.7281675,124490,3553.7
"ASIANPAINT",6602,44007,50609,42736.76925,4102.546675,46839.315925,74708,2581.9
"TVSMOTOR",3537,13748,17285,43103.338635,2689.243375,45792.58201,39550,3478
"SAMMAANCAP",7186,15357,22543,42658.15774,2620.52148,45278.67922,23668,137.95
"DIXON",4390,39574,43964,39406.486135,5788.35251,45194.838645,62454,17841
"LTIM",5494,18993,24487,42514.073265,2527.95312,45042.026385,22490,5215
"JIOFIN",5615,25661,31276,41191.195505,3371.47779,44562.673295,87334,310
"HINDALCO",3923,15775,19698,40976.91766,2613.25932,43590.17698,50623,745
"LAURUSLABS",2742,7570,10312,41226.36119,2331.83237,43558.19356,14355,882.65
"NATIONALUM",5002,22950,27952,39022.73475,4217.611125,43240.345875,30909,212.43
"ZYDUSLIFE",3933,25668,29601,36344.26107,4255.34067,40599.60174,18081,1015
"BRITANNIA",4846,31488,36334,36822.5945,3178.45215,40001.04665,48944,6081
"LTF",3525,13435,16960,36472.7953806,2786.425298,39259.2206786,20290,230.59
"IDFCFIRSTB",5366,22674,28040,36299.89769,2922.37442,39222.27211,61216,72.63
"BAJAJFINSV",3480,20591,24071,35181.8889,2870.33165,38052.22055,48575,2015
"ABCAPITAL",4007,12823,16830,35224.24538,2316.39781,37540.64319,25127,281.05
"ASTRAL",5468,20185,25653,33688.782785,2544.90493,36233.687715,25575,1457.7
"BAJAJ-AUTO",4784,36581,41365,32731.364025,3460.0515975,36191.4156225,64016,9075
"NMDC",3207,23254,26461,32124.6297,3758.0436,35882.6733,35855,74.58
"PRESTIGE",4918,11653,16571,33800.277105,1812.795975,35613.07308,16519,1512
"CHOLAFIN",3566,7588,11154,32813.161,1231.4858125,34044.6468125,26692,1491
"MUTHOOTFIN",3621,28302,31923,28429.4192325,5339.3838575,33768.80309,24465,2830.1
"INDUSINDBK",6006,13930,19936,31893.67972,1313.39614,33207.07586,96379,758.25
"APOLLOHOSP",3141,18783,21924,30946.113,2250.6018375,33196.7148375,32219,7830
"COLPAL",5691,22341,28032,31178.8440225,1856.9203425,33035.764365,34674,2424.5
"CDSL",4079,21548,25627,29618.566195,3162.7514,32781.317595,36637,1525
"VOLTAS",5584,22871,28455,29709.10845,2330.0325375,32039.1409875,37775,1431.4
"DMART",4170,15270,19440,29934.680445,1938.746835,31873.42728,50822,4800
"GODREJPROP",5511,16718,22229,29990.775265,1856.6898625,31847.4651275,44311,1964.5
"KAYNES",3944,27289,31233,27137.28482,4695.90409,31833.18891,21802,6851
"ANGELONE",4896,22839,27735,28008.1357,3302.7202,31310.8559,34197,2297
"SHRIRAMFIN",5753,16577,22330,28212.6029625,1668.5863425,29881.189305,76696,595.65
"NYKAA",3688,9049,12737,27943.455625,1534.3334375,29477.7890625,28908,243
"SUNPHARMA",4804,27441,32245,26811.477315,2070.681655,28882.15897,72857,1592.9
"BANKBARODA",3933,15113,19046,27040.2394275,1701.0346275,28741.274055,62587,234.81
"ADANIENT",3805,21220,25025,26067.42249,2595.17076,28662.59325,84960,2282.5
"UPL",2873,13987,16860,26767.379613499998,1867.2234684999999,28634.603081999998,41274,688.7
"RECLTD",5759,15790,21549,27001.5385575,1448.640465,28450.1790225,99406,366.95
"GRASIM",3920,8245,12165,27623.72975,792.963275,28416.693025,60843,2807.9
"MOTHERSON",4623,8435,13058,27077.29257,1052.265,28129.55757,38635,94.39
"YESBANK",4057,13104,17161,25782.47224,1872.94152,27655.41376,42025,20.44
"BIOCON",2854,9202,12056,25934.02425,1685.705,27619.72925,22742,363.4
"CANBK",3435,12796,16231,24814.962225,1551.71025,26366.672475,54189,107.25
"POLICYBZR",3935,6127,10062,25441.022075,710.679165,26151.70124,26849,1828.4
"GODREJCP",4016,8982,12998,24745.25265,772.2588,25517.51145,24279,1229.2
"SBILIFE",3411,18345,21756,23206.459725,1820.823975,25027.2837,30066,1806
"ONGC",4328,26681,31009,22953.06675,2027.70315,24980.7699,57178,234.6
"PNB",2779,12860,15639,23127.156,1846.7104,24973.8664,50905,103.62
"ULTRACEMCO",3551,27593,31144,22478.74808,1771.53503,24250.28311,58052,12592
"SONACOMS",5047,5475,10522,23592.978885,624.745695,24217.72458,31735,441.2
"NESTLEIND",3786,15351,19137,22869.5671,1260.4662,24130.0333,52977,1206.9
"PFC",4376,14544,18920,22492.15852,1401.06473,23893.22325,70062,394.75
"OFSS",3505,14483,17988,21823.533465,2035.855185,23859.38865,18634,8272
"COALINDIA",4166,26532,30698,22080.23253,1666.63602,23746.86855,79053,393.1
"EXIDEIND",2917,10227,13144,21702.85416,1640.13264,23342.9868,29505,413.4
"HDFCAMC",2638,7101,9739,22186.498035,921.06525,23107.563285,22762,5594
"FEDERALBNK",2322,7099,9421,22193.62,879.152,23072.772,33281,190.56
"TITAN",3352,15214,18566,21678.45596,1183.685685,22862.141645,70771,3660
"KPITTECH",4362,11048,15410,21503.16504,1328.46192,22831.62696,13885,1236
"CGPOWER",3329,11620,14949,21044.83244,1575.461315,22620.293755,35314,738
"NTPC",4262,25036,29298,21088.29675,1518.9702,22607.26695,95779,328.75
"DIVISLAB",3483,17560,21043,21219.46245,1356.546,22576.00845,37363,6021
"NAUKRI",4203,10875,15078,21276.1105125,1196.5667625,22472.677275,39556,1345
"ADANIPORTS",3340,14483,17823,21064.729525,1384.5141825,22449.2437075,67826,1321.1
"TATAPOWER",3696,16492,20188,20633.43417,1349.31432,21982.74849,68687,385.75
"DABUR",2902,17464,20366,19945.44525,1430.629875,21376.075125,37505,547.05
"TATACONSUM",3356,16310,19666,19832.732425,1468.580575,21301.313,42522,1075
"RVNL",4478,10077,14555,19722.2419625,1056.17985,20778.4218125,32840,329.9
"JSWSTEEL",2654,11389,14043,19246.227075,1225.137285,20471.36436,79486,1074.9
"BHARATFORG",3417,8595,12012,19423.1307,910.9766,20334.1073,33400,1140
"POLYCAB",2024,11029,13053,18443.877075,1750.103375,20193.98045,19650,7242.5
"KALYANKJIL",3125,8448,11573,18558.4410325,1247.44157,19805.8826025,34864,502.45
"BHEL",3270,12283,15553,18243.207675,1412.032125,19655.2398,40179,212.9
"CIPLA",3122,12632,15754,18396.4362,994.6261125,19391.0623125,46034,1551.1
"POWERGRID",3391,12693,16084,18396.39337,957.51621,19353.90958,49218,285.5
"MFSL",1405,6032,7437,17940.166,1322.5316,19262.6976,9308,1576.6
"AMBER",2235,8739,10974,17480.95608,1780.40872,19261.3648,13516,7798
"TATAELXSI",3386,9501,12887,18351.91997,909.27363,19261.1936,30730,5472.5
"LUPIN",2130,10486,12616,17700.53515,1453.085285,19153.620435,34198,1943.9
"MAXHEALTH",3037,3199,6236,18635.5787625,361.3484175,18996.92718,34022,1166
"AUROPHARMA",3048,6015,9063,17593.58524,577.26999,18170.85523,46178,1048
"JUBLFOOD",1988,7042,9030,16394.25075,1154.827,17549.07775,24326,657.25
"ABB",2529,12843,15372,16256.45145,1200.7147625,17457.1662125,33528,5129
"SAIL",2691,10294,12985,16129.59113,1307.23262,17436.82375,39222,129.3
"MARICO",1908,5558,7466,16811.99736,611.39832,17423.39568,26984,731.75
"DRREDDY",2032,10799,12831,16031.341375,1225.3855625,17256.7269375,36819,1269.7
"PNBHOUSING",3187,7974,11161,16390.42457,752.90904,17143.33361,44418,792.5
"CUMMINSIND",1977,8487,10464,15549.7544,1377.28132,16927.03572,22938,3922
"RBLBANK",1825,1234,3059,15968.5059725,309.4974125,16278.003385,34970,277
"HINDPETRO",1990,3977,5967,15543.252405,528.514875,16071.76728,33644,384
