"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",20264,12035768,12056032,394483.19895,598323.2013075,992806.4002575,5279851,25868.6
"BANKNIFTY",8078,1173208,1181286,164165.670949,77129.610075,241295.28102400003,1464871,58007.2
"ICICIBANK",12386,62236,74622,120189.94554,4237.80434,124427.74988,264598,1381.3
"RELIANCE",8069,72391,80460,59345.62785,4409.6914,63755.31925,428931,1461
"INFY",9998,88049,98047,58073.31452,3633.25704,61706.57156,386508,1471
"HDFCBANK",3600,30762,34362,39983.71201,2417.63214,42401.34415,258815,1004
"RBLBANK",3866,5996,9862,39900.77745,1309.62019,41210.39764,30841,324.15
"CIPLA",5542,86284,91826,34628.1801,5576.217375,40204.397475,83340,1665
"TCS",6529,48623,55152,34465.6671625,1745.8077525,36211.474915,384474,3000
"AXISBANK",4300,37998,42298,33212.47675,2473.0903125,35685.5670625,211600,1233
"BAJAJFINSV",2724,26734,29458,29539.1698,2734.63365,32273.80345,66199,2165
"IDEA",4442,6915,11357,28654.44186,2052.0543975,30706.4962575,145792,9.04
"KOTAKBANK",3322,13272,16594,29251.41736,1348.22536,30599.64272,128878,2192
"SBIN",4231,30914,35145,28835.866125,1720.73115,30556.597275,250632,907.05
"INDUSTOWER",4641,12518,17159,28425.97693,1206.56871,29632.54564,75872,359.9
"MIDCPNIFTY",1186,107756,108942,22016.86382,7356.499304,29373.363124,168001,13205.85
"CANBK",3230,6617,9847,27834.84675,710.80605,28545.6528,71214,127.03
"LAURUSLABS",1663,5262,6925,26216.09899,1475.51347,27691.61246,29249,924.95
"HINDZINC",4133,17214,21347,24567.2526225,1289.443085,25856.6957075,73205,482.95
"BEL",1888,10937,12825,22527.026715,1484.571555,24011.59827,83292,417
"PNB",2363,10929,13292,22347.2808,1166.0936,23513.3744,66592,117.46
"DIXON",2294,40870,43164,18542.916045,2100.148805,20643.06485,113825,16100
"SUZLON",4591,13332,17923,19921.1792,676.8816,20598.0608,63496,54.17
"FEDERALBNK",1670,9176,10846,19035.935,1183.2285,20219.1635,50841,227.45
"MCX",1565,17423,18988,18035.246175,1430.8890875,19466.1352625,77543,9169
"BSE",1777,17822,19599,16658.552175,1821.1683375,18479.7205125,85812,2481
"LT",2503,18767,21270,17069.603565,945.137655,18014.74122,170334,3887
"INDUSINDBK",3170,10826,13996,16912.8596,703.77384,17616.63344,124553,757
"JIOFIN",2195,9829,12024,16130.353,709.480745,16839.833745,116733,311.2
"MARUTI",1845,28846,30691,15152.05933,1105.787515,16257.846845,158627,16335
"PAYTM",1600,7201,8801,15235.415205,961.6699425,16197.0851475,52473,1306.8
"TATAMOTORS",4621,28172,32793,14841.39352,977.12968,15818.5232,181646,400.85
"WIPRO",2107,9309,11416,15203.5578,556.4565,15760.0143,115551,241.19
"PPLPHARMA",3100,2623,5723,15301.993,177.61775,15479.61075,19217,196.5
"BAJFINANCE",1765,10080,11845,14393.15655,920.18925,15313.3458,173946,1086
"ETERNAL",1657,13284,14941,13645.18206,1082.9271575,14728.1092175,161947,338
"SHRIRAMFIN",2443,6355,8798,14009.745915,432.1149525,14441.8608675,81972,695.5
"BANKBARODA",1707,6846,8553,13534.2198225,865.5586875,14399.77851,73751,270
"AUBANK",1479,10749,12228,12789.2479,1113.8479,13903.0958,47176,861
"TITAN",1979,12374,14353,12976.53259,725.24676,13701.77935,121068,3743.3
"IDFCFIRSTB",1791,6894,8685,12803.31759,613.64884,13416.96643,71879,76.66
"M&M",1623,13022,14645,11757.5297,846.061,12603.5907,142350,3606
"NUVAMA",1862,30526,32388,10117.5385275,2072.5603725,12190.0989,14758,7250
"BHARTIARTL",1148,13967,15115,11162.6578425,854.56737,12017.2252125,163769,2041.6
"TATASTEEL",1174,7635,8809,11198.12815,754.31785,11952.446,80855,172.68
"BIOCON",1267,2567,3834,11607.3455,256.37725,11863.72275,28712,364.3
"MUTHOOTFIN",1206,8746,9952,10892.1561375,876.467845,11768.6239825,30474,3274
"HINDPETRO",1194,2804,3998,11035.43352,314.111925,11349.545445,41092,453.05
"HFCL",2104,3563,5667,10525.98462,382.443075,10908.427695,35148,76.95
"HAL",1379,9831,11210,10074.94383,596.164125,10671.107955,120379,4852
"HINDALCO",910,3667,4577,10025.9936,396.01296,10422.00656,68054,784.3
"BANDHANBNK",1654,3603,5257,9913.95972,337.03596,10250.99568,53267,165.94
"GODREJPROP",1494,8946,10440,9468.4080975,662.7368825,10131.14498,52654,2289
"VOLTAS",1762,10637,12399,9405.9418125,665.0131125,10070.954925,57663,1455.8
"VEDL",1728,5793,7521,9457.09469,373.25872,9830.35341,135027,475
"ADANIENT",1147,7029,8176,8794.50888,595.78614,9390.29502,92466,2548.5
"TRENT",1797,12645,14442,8628.07702,486.87775,9114.95477,171724,4779
"HEROMOTOCO",1014,5953,6967,8612.54592,413.45775,9026.00367,60161,5631
