strike,symbol_ce,ce_token,ce_ltp,ce_oi,ce_volume,symbol_pe,pe_token,pe_ltp,pe_oi,pe_volume
880,JSWSTEEL25NOV880CE,24558082,0.0,,,JSWSTEEL25NOV880PE,24558338.0,0.0,,
900,JSWSTEEL25OCT900CE,25797634,0.0,,,JSWSTEEL25OCT900PE,25798914.0,0.0,,
920,JSWSTEEL25NOV920CE,24559106,0.0,,,JSWSTEEL25NOV920PE,24559362.0,0.0,,
930,JSWSTEEL25OCT930CE,24519682,0.0,,,JSWSTEEL25OCT930PE,24519938.0,0.0,,
940,JSWSTEEL25NOV940CE,24577026,0.0,,,JSWSTEEL25NOV940PE,24577282.0,0.0,,
950,JSWSTEEL25OCT950CE,24520194,0.0,,,JSWSTEEL25OCT950PE,24520450.0,0.0,,
960,JSWSTEEL25NOV960CE,24577538,0.0,,,JSWSTEEL25NOV960PE,24577794.0,0.0,,
970,JSWSTEEL25OCT970CE,24520706,0.0,,,JSWSTEEL25OCT970PE,24520962.0,0.0,,
980,JSWSTEEL25NOV980CE,24578050,0.0,,,JSWSTEEL25NOV980PE,24578306.0,0.0,,
990,JSWSTEEL25OCT990CE,24521218,0.0,,,JSWSTEEL25OCT990PE,24521474.0,0.0,,
1000,JSWSTEEL25NOV1000CE,24578562,0.0,,,JSWSTEEL25NOV1000PE,24578818.0,0.0,,
1010,JSWSTEEL25OCT1010CE,24521730,0.0,,,JSWSTEEL25OCT1010PE,24521986.0,0.0,,
1020,JSWSTEEL25NOV1020CE,24582658,0.0,,,JSWSTEEL25NOV1020PE,24582914.0,0.0,,
1030,JSWSTEEL25OCT1030CE,24522242,0.0,,,JSWSTEEL25OCT1030PE,24522498.0,0.0,,
1040,JSWSTEEL25NOV1040CE,24584706,0.0,,,JSWSTEEL25NOV1040PE,24584962.0,0.0,,
1050,JSWSTEEL25OCT1050CE,24522754,0.0,,,JSWSTEEL25OCT1050PE,24523010.0,0.0,,
1060,JSWSTEEL25NOV1060CE,24585218,0.0,,,JSWSTEEL25NOV1060PE,24585474.0,0.0,,
1070,JSWSTEEL25OCT1070CE,24523266,0.0,,,JSWSTEEL25OCT1070PE,24523522.0,0.0,,
1080,JSWSTEEL25NOV1080CE,24585730,0.0,,,JSWSTEEL25NOV1080PE,24585986.0,0.0,,
1090,JSWSTEEL25OCT1090CE,24523778,0.0,,,JSWSTEEL25OCT1090PE,24524034.0,0.0,,
1100,JSWSTEEL25NOV1100CE,24586242,0.0,,,JSWSTEEL25NOV1100PE,24586498.0,0.0,,
1110,JSWSTEEL25OCT1110CE,24524290,0.0,,,JSWSTEEL25OCT1110PE,24524546.0,0.0,,
1120,JSWSTEEL25NOV1120CE,24586754,0.0,,,JSWSTEEL25NOV1120PE,24587010.0,0.0,,
1130,JSWSTEEL25OCT1130CE,24524802,0.0,,,JSWSTEEL25OCT1130PE,24525058.0,0.0,,
1140,JSWSTEEL25OCT1140CE,25863170,0.0,,,JSWSTEEL25OCT1140PE,25863426.0,0.0,,
1150,JSWSTEEL25SEP1150CE,25737986,1.3,,,JSWSTEEL25SEP1150PE,25738242.0,109.4,,
1160,JSWSTEEL25NOV1160CE,24587778,0.0,,,JSWSTEEL25NOV1160PE,24588034.0,0.0,,
1170,JSWSTEEL25SEP1170CE,25738498,0.7,,,,,,,
1180,JSWSTEEL25SEP1180CE,26537218,0.8,,,,,,,
1200,JSWSTEEL25NOV1200CE,24592386,0.0,,,JSWSTEEL25NOV1200PE,24592642.0,0.0,,
1220,JSWSTEEL25SEP1220CE,26538242,4.95,,,,,,,
