,ret,bin
2015-06-08,0.016094490164705766,1
2015-06-22,0.01814813647971003,1
2015-07-06,-0.013520889862897345,-1
2015-07-16,-0.016910320750581742,-1
2015-08-12,0.029286830708610045,1
2015-08-24,0.002993052434726584,1
2015-09-18,-0.0031911807549135363,-1
2015-10-05,-0.01292851971275455,-1
2015-11-09,-0.015214123609138097,-1
2016-01-15,-0.015640805233795407,-1
2016-02-10,-0.037168631456145684,-1
2016-02-24,0.023431030268654895,1
2016-03-02,0.017474202129804883,1
2016-03-22,0.016415948327533014,1
2016-04-20,0.014573577414757288,1
2016-05-09,0.018748786503093307,1
2016-05-26,-0.007014828971248943,-1
2016-07-11,0.01996250850809722,1
2016-07-25,-0.004771377485927264,-1
2016-08-31,-0.00875159194399422,-1
2016-10-13,-0.01983763762311619,-1
2016-11-17,-0.015282030735833452,-1
2016-11-23,-0.016248014325989102,-1
2017-01-10,0.0161816801971002,1
2017-01-24,0.018184579818998126,1
2017-02-06,0.010501631129819833,1
2017-02-17,0.023274466973615793,1
2017-03-17,-0.011221451977330266,-1
2017-03-30,-0.016130168389111854,-1
2017-04-21,0.024355160207035542,1
2017-04-26,-0.01022155970209504,-1
2017-05-25,0.011378014207797937,1
2017-06-09,0.01565869827186739,1
2017-07-20,0.01414452293295021,1
2017-07-26,0.02409085759848395,1
2017-08-01,-0.0107389056441336,-1
2017-08-11,0.018409933046776183,1
2017-09-08,0.019970255560880723,1
2017-09-12,0.013758704716285264,1
2017-09-25,-0.012918406741510569,-1
2017-10-13,0.00675376549718032,1
2017-10-25,0.014539535601237663,1
2017-11-20,0.00845947968146854,1
2017-12-05,0.01425483820611495,1
2017-12-15,-0.002722148897383314,-1
2018-01-15,0.028691882121464785,1
2018-01-19,0.011653492587068826,1
2018-01-29,-0.025829491704670637,-1
2018-02-02,-0.017530944530855352,-1
2018-02-06,-0.024936835677482394,-1
2018-02-09,0.014679659337718975,1
2018-02-26,-0.014307860320375454,-1
2018-03-06,0.011374398638376748,1
2018-03-15,-0.014780914290361769,-1
2018-03-26,0.008159795373640089,1
2018-04-02,-0.024829045124589832,-1
2018-04-04,0.01362002398582196,1
2018-04-09,-2.595646577463473e-05,-1
2018-05-02,0.021452248801914875,1
2018-05-11,0.012948913778635385,1
2018-05-21,0.02466065528300332,1
2018-05-28,0.054311442486021155,1
2018-05-31,-0.043585891415592215,-1
2018-06-04,-0.0011485455360109587,-1
2018-06-18,0.018324487460380956,1
2018-06-22,0.02279962438469041,1
2018-06-28,-0.027031345347672597,-1
2018-07-02,0.0146147444479523,1
2018-07-05,0.019870598318251664,1
2018-07-12,-0.0043863606492638985,-1
2018-07-27,-0.039892891295624455,-1
2018-08-02,-0.01809700528920133,-1
2018-08-13,-0.005617636201941223,-1
2018-09-04,-0.025051228493203292,-1
2018-09-11,0.014597093350854351,1
2018-09-19,-0.018176239421110907,-1
2018-09-24,0.013865203721843411,1
2018-09-27,0.01513052386960112,1
2018-10-01,-0.03817342959902714,-1
2018-10-04,0.0038565002271564452,1
2018-10-12,0.008603169250211318,1
2018-10-26,-0.017795186367302485,-1
2018-10-30,0.01918700887567204,1
2018-11-05,-0.01786812759592704,-1
2018-11-15,0.03779462481755713,1
2018-11-26,0.019245623507935683,1
2018-11-29,-0.01595438303853891,-1
2018-12-04,0.004866768440132896,1
2018-12-11,0.020271643850549248,1
2018-12-17,-0.023260879013812463,-1
2018-12-24,0.02030606427600823,1
2019-01-01,-0.016898764475103856,-1
2019-01-08,0.013932377304295862,1
2019-01-21,-0.019900988142657616,-1
2019-01-24,-0.021239076352773556,-1
2019-01-29,0.015965121410455474,1
2019-01-31,0.028702532131376746,1
2019-02-11,-0.01376385226769894,-1
2019-02-18,0.016986425634753388,1
2019-02-28,0.01422347102024557,1
2019-03-07,0.02092643753058354,1
2019-03-12,0.025587480626052317,1
2019-03-13,0.015674146930047872,1
2019-03-20,0.005567687355372053,1
2019-04-10,0.022996068739434383,1
2019-04-15,-0.019005577483851455,-1
2019-04-23,0.015343135955921294,1
2019-04-30,0.016548170072002932,1
2019-05-03,-0.016681235959838947,-1
2019-05-07,-0.0065021993155458535,-1
2019-05-17,0.029740458280492765,1
2019-05-20,-0.04121523932119586,-1
2019-05-23,0.01768790359557082,1
2019-05-27,0.02024213418512999,1
2019-06-03,-0.005046712095795103,-1
2019-06-26,-0.02362334678354505,-1
2019-07-02,-0.03422842686009009,-1
2019-07-08,-0.005042268187103294,-1
2019-07-22,-0.023049306238561607,-1
2019-07-29,-0.026823605035891318,-1
2019-08-05,0.02473308049076861,1
2019-08-08,0.02187507758316931,1
2019-08-09,-0.027015746926737694,-1
2019-08-13,0.003310319581432797,1
2019-08-22,0.03773957244353143,1
2019-08-26,-0.020034055719166943,-1
2019-09-03,0.015807693347335228,1
2019-09-12,-0.026201609874024978,-1
2019-09-17,0.08494813453142536,1
2019-09-20,0.04805769195716092,1
2019-09-23,-0.013959063823554607,-1
2019-09-30,-0.003177198346964505,-1
2019-10-03,-0.029953934531454895,-1
2019-10-04,0.03231903298566485,1
2019-10-09,-0.022472784944984725,-1
2019-10-10,0.016200842701868945,1
2019-10-15,-0.002493802921552102,-1
2019-10-29,-0.004547445554261009,-1
2019-11-06,0.004297202007117473,1
2019-11-15,-0.005321212109191342,-1
2019-12-03,0.006730818317405074,1
2019-12-17,0.0030682923384131033,1
2019-12-20,-0.020243812244243875,-1
2019-12-26,-0.023220093440077805,-1
2020-01-06,0.024537837342097468,1
2020-01-09,0.005308909608705337,1
2020-01-20,-0.03322995615647506,-1
2020-01-27,0.018669754325135957,1
2020-01-29,-0.034834384086351755,-1
2020-02-03,0.031019521550974094,1
2020-02-04,0.008131357388971416,1
2020-02-14,-0.007709030128204675,-1
2020-02-25,-0.018870399119302883,-1
2020-02-28,-0.03630119606400295,-1
2020-03-04,-0.03616657644066168,-1
2020-03-09,-0.0776664544472726,-1
2020-03-12,0.04748849271470168,1
2020-03-13,-0.06571317315858172,-1
2020-03-16,-0.024412251932696805,-1
2020-03-17,-0.10070761844740317,-1
2020-03-18,0.006785242925075652,1
2020-03-23,0.1104272122965324,1
2020-03-25,0.05176519287682946,1
2020-03-26,-0.07707228514418074,-1
2020-03-30,0.07749636422581196,1
2020-03-31,-0.055748976502560166,-1
2020-04-01,0.08009387096735421,1
2020-04-07,0.01584653854556506,1
2020-04-09,0.021404241107924937,1
2020-04-13,0.05528569791261084,1
2020-04-15,0.054442286742377055,1
2020-04-17,0.021311668227225633,1
2020-04-20,0.06027411713970032,1
2020-04-21,0.010578865392876224,1
2020-04-23,0.04906006965506826,1
2020-04-27,0.0509841244961331,1
2020-04-29,-0.0627366629509668,-1
2020-04-30,-0.07865834498932167,-1
2020-05-04,-0.031744251702299775,-1
2020-05-06,-0.05568464304906229,-1
2020-05-11,-0.0864271627391695,-1
2020-05-13,-0.09809732421024708,-1
2020-05-14,-0.06383581312188935,-1
2020-05-18,0.08008124888423485,1
2020-05-20,0.054310983607187335,1
2020-05-27,0.09295632661900877,1
2020-05-28,0.05897909924328282,1
2020-06-01,-0.019288216255909374,-1
2020-06-03,-0.052482348196732254,-1
2020-06-05,-0.08080508583558776,-1
2020-06-09,0.04664231451528922,1
2020-06-11,0.06210003400199282,1
2020-06-15,0.08790854321582398,1
2020-06-16,0.0524029905571497,1
2020-06-18,0.0219128232095831,1
2020-06-23,0.030365578751939903,1
2020-06-26,0.04406266866114028,1
2020-07-01,-0.004010691895632967,-1
2020-07-06,-0.04519502309850565,-1
